1,Quadratisches Sondieren,664802,0,101,20
2,Quadratisches Sondieren,664802,1,101,21
3,Quadratisches Sondieren,664802,2,101,23
4,Quadratisches Sondieren,664802,3,101,26
5,Quadratisches Sondieren,664802,4,101,30
6,Quadratisches Sondieren,664802,5,101,35
7,Quadratisches Sondieren,664802,6,101,41
8,Quadratisches Sondieren,664802,7,101,48
9,Quadratisches Sondieren,664802,8,101,56
10,Quadratisches Sondieren,664802,9,101,65
11,Quadratisches Sondieren,664802,10,101,75
12,Quadratisches Sondieren,664802,11,101,86
13,Quadratisches Sondieren,664802,12,101,98
14,Quadratisches Sondieren,664802,13,101,10
15,Quadratisches Sondieren,664802,14,101,24
16,Quadratisches Sondieren,664802,15,101,39
17,Quadratisches Sondieren,664802,16,101,55
18,Quadratisches Sondieren,664802,17,101,72
19,Quadratisches Sondieren,664802,18,101,90
20,Quadratisches Sondieren,664802,19,101,8
21,Quadratisches Sondieren,664802,20,101,28
22,Quadratisches Sondieren,664802,21,101,49
23,Quadratisches Sondieren,664802,22,101,71
24,Quadratisches Sondieren,664802,23,101,94
25,Quadratisches Sondieren,664802,24,101,17
26,Quadratisches Sondieren,664802,25,101,42
27,Quadratisches Sondieren,664802,26,101,68
28,Quadratisches Sondieren,664802,27,101,95
29,Quadratisches Sondieren,664802,28,101,22
30,Quadratisches Sondieren,664802,29,101,51
31,Quadratisches Sondieren,664802,30,101,81
32,Quadratisches Sondieren,664802,31,101,11
33,Quadratisches Sondieren,664802,32,101,43
34,Quadratisches Sondieren,664802,33,101,76
35,Quadratisches Sondieren,664802,34,101,9
36,Quadratisches Sondieren,664802,35,101,44
37,Quadratisches Sondieren,664802,36,101,80
38,Quadratisches Sondieren,664802,37,101,16
39,Quadratisches Sondieren,664802,38,101,54
40,Quadratisches Sondieren,664802,39,101,93
41,Quadratisches Sondieren,664802,40,101,32
42,Quadratisches Sondieren,664802,41,101,73
43,Quadratisches Sondieren,664802,42,101,14
44,Quadratisches Sondieren,664802,43,101,57
45,Quadratisches Sondieren,664802,44,101,0
46,Quadratisches Sondieren,664802,45,101,45
47,Quadratisches Sondieren,664802,46,101,91
48,Quadratisches Sondieren,664802,47,101,37
49,Quadratisches Sondieren,664802,48,101,85
50,Quadratisches Sondieren,664802,49,101,33
51,Quadratisches Sondieren,664802,50,101,83
52,Quadratisches Sondieren,664802,51,101,33
53,Quadratisches Sondieren,664802,52,101,85
54,Quadratisches Sondieren,664802,53,101,37
55,Quadratisches Sondieren,664802,54,101,91
56,Quadratisches Sondieren,664802,55,101,45
57,Quadratisches Sondieren,664802,56,101,0
58,Quadratisches Sondieren,664802,57,101,57
59,Quadratisches Sondieren,664802,58,101,14
60,Quadratisches Sondieren,664802,59,101,73
61,Quadratisches Sondieren,664802,60,101,32
62,Quadratisches Sondieren,664802,61,101,93
63,Quadratisches Sondieren,664802,62,101,54
64,Quadratisches Sondieren,664802,63,101,16
65,Quadratisches Sondieren,664802,64,101,80
66,Quadratisches Sondieren,664802,65,101,44
67,Quadratisches Sondieren,664802,66,101,9
68,Quadratisches Sondieren,664802,67,101,76
69,Quadratisches Sondieren,664802,68,101,43
70,Quadratisches Sondieren,664802,69,101,11
71,Quadratisches Sondieren,664802,70,101,81
72,Quadratisches Sondieren,664802,71,101,51
73,Quadratisches Sondieren,664802,72,101,22
74,Quadratisches Sondieren,664802,73,101,95
75,Quadratisches Sondieren,664802,74,101,68
76,Quadratisches Sondieren,664802,75,101,42
77,Quadratisches Sondieren,664802,76,101,17
78,Quadratisches Sondieren,664802,77,101,94
79,Quadratisches Sondieren,664802,78,101,71
80,Quadratisches Sondieren,664802,79,101,49
81,Quadratisches Sondieren,664802,80,101,28
82,Quadratisches Sondieren,664802,81,101,8
83,Quadratisches Sondieren,664802,82,101,90
84,Quadratisches Sondieren,664802,83,101,72
85,Quadratisches Sondieren,664802,84,101,55
86,Quadratisches Sondieren,664802,85,101,39
87,Quadratisches Sondieren,664802,86,101,24
88,Quadratisches Sondieren,664802,87,101,10
89,Quadratisches Sondieren,664802,88,101,98
90,Quadratisches Sondieren,664802,89,101,86
91,Quadratisches Sondieren,664802,90,101,75
92,Quadratisches Sondieren,664802,91,101,65
93,Quadratisches Sondieren,664802,92,101,56
94,Quadratisches Sondieren,664802,93,101,48
95,Quadratisches Sondieren,664802,94,101,41
96,Quadratisches Sondieren,664802,95,101,35
97,Quadratisches Sondieren,664802,96,101,30
98,Quadratisches Sondieren,664802,97,101,26
99,Quadratisches Sondieren,664802,98,101,23
100,Quadratisches Sondieren,664802,99,101,21
101,Quadratisches Sondieren,664802,100,101,20
102,Quadratisches Sondieren,101777,0,101,70
103,Quadratisches Sondieren,101777,1,101,71
104,Quadratisches Sondieren,101777,2,101,73
105,Quadratisches Sondieren,101777,3,101,76
106,Quadratisches Sondieren,101777,4,101,80
107,Quadratisches Sondieren,101777,5,101,85
108,Quadratisches Sondieren,101777,6,101,91
109,Quadratisches Sondieren,101777,7,101,98
110,Quadratisches Sondieren,101777,8,101,5
111,Quadratisches Sondieren,101777,9,101,14
112,Quadratisches Sondieren,101777,10,101,24
113,Quadratisches Sondieren,101777,11,101,35
114,Quadratisches Sondieren,101777,12,101,47
115,Quadratisches Sondieren,101777,13,101,60
116,Quadratisches Sondieren,101777,14,101,74
117,Quadratisches Sondieren,101777,15,101,89
118,Quadratisches Sondieren,101777,16,101,4
119,Quadratisches Sondieren,101777,17,101,21
120,Quadratisches Sondieren,101777,18,101,39
121,Quadratisches Sondieren,101777,19,101,58
122,Quadratisches Sondieren,101777,20,101,78
123,Quadratisches Sondieren,101777,21,101,99
124,Quadratisches Sondieren,101777,22,101,20
125,Quadratisches Sondieren,101777,23,101,43
126,Quadratisches Sondieren,101777,24,101,67
127,Quadratisches Sondieren,101777,25,101,92
128,Quadratisches Sondieren,101777,26,101,17
129,Quadratisches Sondieren,101777,27,101,44
130,Quadratisches Sondieren,101777,28,101,72
131,Quadratisches Sondieren,101777,29,101,0
132,Quadratisches Sondieren,101777,30,101,30
133,Quadratisches Sondieren,101777,31,101,61
134,Quadratisches Sondieren,101777,32,101,93
135,Quadratisches Sondieren,101777,33,101,25
136,Quadratisches Sondieren,101777,34,101,59
137,Quadratisches Sondieren,101777,35,101,94
138,Quadratisches Sondieren,101777,36,101,29
139,Quadratisches Sondieren,101777,37,101,66
140,Quadratisches Sondieren,101777,38,101,3
141,Quadratisches Sondieren,101777,39,101,42
142,Quadratisches Sondieren,101777,40,101,82
143,Quadratisches Sondieren,101777,41,101,22
144,Quadratisches Sondieren,101777,42,101,64
145,Quadratisches Sondieren,101777,43,101,6
146,Quadratisches Sondieren,101777,44,101,50
147,Quadratisches Sondieren,101777,45,101,95
148,Quadratisches Sondieren,101777,46,101,40
149,Quadratisches Sondieren,101777,47,101,87
150,Quadratisches Sondieren,101777,48,101,34
151,Quadratisches Sondieren,101777,49,101,83
152,Quadratisches Sondieren,101777,50,101,32
153,Quadratisches Sondieren,101777,51,101,83
154,Quadratisches Sondieren,101777,52,101,34
155,Quadratisches Sondieren,101777,53,101,87
156,Quadratisches Sondieren,101777,54,101,40
157,Quadratisches Sondieren,101777,55,101,95
158,Quadratisches Sondieren,101777,56,101,50
159,Quadratisches Sondieren,101777,57,101,6
