2,0
3,2
4,2
5,1
6,4
7,1
8,1
9,0
10,7
11,3
12,7
13,0
14,8
15,12
16,6
17,7
18,3
19,12
20,4
21,3
22,14
23,17
24,1
25,15
26,11
27,20
28,21
29,27
30,24
31,17
32,6
33,21
34,12
35,28
36,22
37,3
38,29
39,22
40,20
41,2
42,17
43,26
44,18
45,42
46,0
47,22
48,34
49,34
50,22
51,43
52,13
53,22
54,5
55,14
56,34
57,49
58,2
59,51
60,17
61,19
62,61
63,53
64,23
65,2
66,31
67,59
68,22
69,50
70,68
71,57
72,57
73,9
74,40
75,6
76,75
77,23
78,29
79,37
80,74
81,47
82,13
83,32
84,82
85,56
86,82
87,28
88,64
89,44
90,0
91,4
92,52
93,69
94,9
95,70
96,9
97,9
98,22
99,50
100,3
101,87
102,23
103,35
104,69
105,60
106,49
107,54
108,105
109,86
110,104
111,1
112,30
113,89
114,20
115,103
116,13
117,69
118,3
119,116
120,88
121,102
122,78
123,60
124,98
125,120
126,92
127,62
128,47
129,54
130,35
131,126
132,85
133,56
134,65
135,60
136,45
137,6
138,57
139,94
140,133
141,1
142,10
143,38
144,83
145,37
146,64
147,85
148,62
149,84
150,74
151,132
152,148
153,104
154,107
155,105
156,85
157,128
158,6
159,123
160,95
161,146
162,105
163,37
164,79
165,82
166,125
167,90
168,124
169,52
170,80
171,85
172,115
173,130
174,80
175,27
176,171
177,2
178,41
179,6
180,175
181,31
182,67
183,148
184,154
185,108
186,102
187,129
188,99
189,37
190,178
191,123
192,125
193,14
194,21
195,23
196,58
197,132
198,24
199,95
200,109
201,129
202,95
203,34
204,2
205,22
206,68
207,118
208,188
209,64
210,124
211,86
212,106
213,21
214,158
215,98
216,21
217,158
218,206
219,9
220,213
221,58
222,182
223,210
224,46
225,171
226,133
227,143
228,146
229,56
230,72
231,3
232,14
233,80
234,203
235,170
236,183
237,107
238,53
239,218
240,121
241,159
242,61
243,96
244,107
245,71
246,72
247,137
248,73
249,18
250,210
251,247
252,66
253,237
254,202
255,253
256,52
257,215
258,20
259,174
260,175
261,14
262,170
263,231
264,51
265,144
266,143
267,143
268,258
269,204
270,211
271,46
272,166
273,245
274,96
275,123
276,11
277,105
278,261
279,220
280,122
281,273
282,274
283,189
284,211
285,186
286,36
287,248
288,53
289,72
290,288
291,246
292,180
293,119
294,92
295,289
296,110
297,140
298,132
299,272
300,15
301,1
302,202
303,269
304,247
305,142
306,168
307,236
308,270
309,260
310,101
311,54
312,221
313,231
314,281
315,7
316,100
317,208
318,48
319,104
320,52
321,203
322,295
323,250
324,197
325,133
326,109
327,165
328,188
329,98
330,53
331,17
332,33
333,276
334,163
335,242
336,33
337,332
338,319
339,317
340,208
341,173
342,30
343,253
344,332
345,309
346,116
347,317
348,80
349,129
350,130
351,175
352,213
353,176
354,283
355,317
356,164
357,270
358,12
359,104
360,242
361,147
362,36
363,117
364,260
365,222
366,287
367,321
368,310
369,114
370,178
371,345
372,108
373,14
374,52
375,59
376,21
377,81
378,109
379,141
380,156
381,354
382,146
383,300
384,268
385,368
386,164
387,304
388,303
389,232
390,233
391,261
392,387
393,23
394,392
395,202
396,62
397,250
398,174
399,356
400,60
401,372
402,27
403,316
404,119
405,250
406,369
407,325
408,83
409,63
410,272
411,264
412,40
413,87
414,389
415,112
416,141
417,107
418,57
419,3
420,243
421,282
422,207
423,310
424,27
425,277
426,214
427,318
428,193
429,49
430,55
431,288
432,54
433,333
434,376
435,416
436,160
437,367
438,282
439,432
440,66
441,190
442,332
443,175
444,367
445,432
446,409
447,432
448,268
449,380
450,382
451,199
452,143
453,124
454,369
455,227
456,238
457,398
458,36
459,382
460,41
461,211
462,332
463,9
464,408
465,99
466,221
467,275
468,317
469,342
470,63
471,140
472,94
473,5
474,191
475,20
476,454
477,379
478,374
479,454
480,222
481,143
482,28
483,21
484,216
485,105
486,61
487,441
488,376
489,253
490,260
491,260
492,143
493,490
494,252
495,208
496,406
497,158
498,63
499,177
500,427
501,56
502,432
503,187
504,371
505,4
506,448
507,137
508,32
509,53
510,345
511,88
512,469
513,49
514,432
515,115
516,110
517,362
518,357
519,243
520,429
521,31
522,167
523,230
524,27
525,427
526,195
527,123
528,500
529,348
530,452
531,510
532,181
533,363
534,24
535,253
536,518
537,72
538,414
539,412
540,515
541,43
542,208
543,407
544,136
545,167
546,195
547,227
548,364
549,501
550,204
551,157
552,314
553,267
554,91
555,432
556,525
557,424
558,376
559,143
560,151
561,58
562,247
563,450
564,541
565,307
566,408
567,371
568,9
569,145
570,207
571,272
572,137
573,5
574,529
575,495
576,200
577,227
578,488
579,331
580,527
581,427
582,147
583,469
584,466
585,229
586,93
587,413
588,192
589,139
590,252
591,175
592,577
593,563
594,445
595,86
596,276
597,418
598,202
599,534
600,178
601,113
602,374
603,575
604,230
605,121
606,416
607,483
608,202
609,52
610,567
611,205
612,206
613,121
614,58
615,187
616,337
617,262
618,312
619,268
620,193
621,355
622,195
623,4
624,472
625,132
626,547
627,342
628,217
629,215
630,21
631,80
632,444
633,66
634,102
635,547
636,328
637,307
638,583
639,243
640,322
641,33
642,461
643,352
644,531
645,458
646,138
647,5
648,43
649,211
650,306
651,274
652,296
653,645
654,623
655,457
656,271
657,563
658,229
659,172
660,109
661,244
662,385
663,87
664,307
665,138
666,358
667,331
668,280
669,525
670,504
671,366
672,293
673,433
674,223
675,577
676,288
677,127
678,343
679,601
680,604
681,289
682,620
683,438
684,500
685,594
686,399
687,400
688,650
689,519
690,310
691,145
692,664
693,438
694,586
695,513
696,123
697,632
698,683
699,270
700,469
701,118
702,433
703,578
704,357
705,198
706,596
707,306
708,333
709,496
710,520
711,606
712,648
713,525
714,76
715,41
716,682
717,330
718,483
719,318
720,13
721,699
722,488
723,244
724,702
725,710
726,113
727,75
728,721
729,243
730,572
731,443
732,457
733,304
734,293
735,185
736,88
737,469
738,331
739,312
740,16
741,351
742,677
743,216
744,724
745,43
746,256
747,206
748,285
749,264
750,31
751,712
752,61
753,638
754,199
755,74
756,82
757,171
758,56
759,219
760,711
761,52
762,238
763,77
764,549
765,388
766,638
767,52
768,593
769,56
770,730
771,143
772,578
773,176
774,179
775,494
776,274
777,571
778,656
779,13
780,651
781,603
782,483
783,513
784,444
785,565
786,469
787,80
788,236
789,372
790,218
791,786
792,211
793,291
794,451
795,372
796,293
797,642
798,498
799,79
800,644
801,263
802,38
803,143
804,754
805,32
806,799
807,448
808,664
809,615
810,700
811,245
812,541
813,669
814,647
815,319
816,0
817,140
818,532
819,615
820,138
821,776
822,800
823,437
824,64
825,216
826,552
827,31
828,104
829,340
830,741
831,776
832,614
833,483
834,300
835,96
836,358
837,226
838,143
839,99
840,65
841,394
842,675
843,459
844,378
845,384
846,793
847,527
848,300
849,301
850,229
851,242
852,590
853,524
854,817
855,129
856,650
857,293
858,166
859,662
860,707
861,747
862,581
863,626
864,73
865,208
866,539
867,220
868,751
869,667
870,359
871,188
872,145
873,864
874,545
875,105
876,136
877,430
878,121
879,177
880,740
881,14
882,426
883,571
884,461
885,474
886,194
887,443
888,317
889,30
890,723
891,784
892,257
893,504
894,181
895,125
896,387
897,621
898,504
899,84
900,501
901,733
902,652
903,50
904,852
905,748
906,89
907,542
908,156
909,149
910,176
911,101
912,492
913,257
914,462
915,429
916,250
917,176
918,579
919,62
920,381
921,912
922,892
923,497
924,43
925,846
926,375
927,141
928,454
929,789
930,919
931,512
932,383
933,893
934,326
935,723
936,71
937,933
938,694
939,771
940,337
941,165
942,848
943,72
944,360
945,528
946,482
947,944
