327,LCS,0,4,5
328,LCS,1,6,9
329,LCS,2,2,4
330,LCS,3,8,9
331,LCS,4,4,4
332,LCS,5,6,7
333,LCS,6,4,4
334,LCS,7,8,11
335,LCS,8,5,5
336,LCS,9,12,12
337,LCS,10,5,6
338,LCS,11,8,12
339,LCS,12,6,6
340,LCS,13,13,14
341,LCS,14,4,7
342,LCS,15,13,14
343,LCS,16,6,6
344,LCS,17,13,13
345,LCS,18,9,9
346,LCS,19,13,13
347,LCS,20,7,11
348,LCS,21,18,18
349,LCS,22,8,8
350,LCS,23,18,19
351,LCS,24,7,8
352,LCS,25,20,20
353,LCS,26,7,11
354,LCS,27,18,23
355,LCS,28,11,13
356,LCS,29,23,23
357,LCS,30,7,9
358,LCS,31,23,25
359,LCS,32,9,11
360,LCS,33,19,26
361,LCS,34,7,12
362,LCS,35,18,24
363,LCS,36,8,11
364,LCS,37,24,28
365,LCS,38,9,12
366,LCS,39,25,27
367,LCS,40,9,15
368,LCS,41,30,30
369,LCS,42,11,14
370,LCS,43,27,29
371,LCS,44,15,16
372,LCS,45,29,31
373,LCS,46,8,17
374,LCS,47,21,30
375,LCS,48,13,14
376,LCS,49,25,31
377,LCS,50,16,17
378,LCS,51,32,32
379,LCS,52,10,15
380,LCS,53,34,37
381,LCS,54,12,19
382,LCS,55,30,37
383,LCS,56,13,21
384,LCS,57,28,40
385,LCS,58,15,16
386,LCS,59,36,41
387,LCS,60,12,20
388,LCS,61,35,37
389,LCS,62,16,21
390,LCS,63,37,40
391,LCS,64,14,21
392,LCS,65,39,42
393,LCS,66,16,19
394,LCS,67,37,42
395,LCS,68,12,21
396,LCS,69,37,44
397,LCS,70,12,21
398,LCS,71,40,43
399,LCS,72,20,24
400,LCS,73,38,43
401,LCS,74,21,27
402,LCS,75,34,47
403,LCS,76,19,26
404,LCS,77,40,46
405,LCS,78,14,25
406,LCS,79,48,49
407,LCS,80,19,28
408,LCS,81,45,51
409,LCS,82,18,27
410,LCS,83,50,50
411,LCS,84,17,27
412,LCS,85,46,53
413,LCS,86,20,27
414,LCS,87,51,53
415,LCS,88,21,29
416,LCS,89,54,56
417,LCS,90,16,29
418,LCS,91,53,56
419,LCS,92,18,31
420,LCS,93,51,53
421,LCS,94,18,29
422,LCS,95,51,56
423,LCS,96,13,31
424,LCS,97,55,61
425,LCS,98,23,33
426,LCS,99,52,57
427,LCS,100,22,31
428,LCS,101,53,60
429,LCS,102,22,30
430,LCS,103,65,68
431,LCS,104,23,32
432,LCS,105,56,62
433,LCS,106,13,33
434,LCS,107,56,65
435,LCS,108,28,32
