1,Street,street.graphml,EUCLIDEAN_DISTANCE,1,1,0.0
2,Street,street.graphml,EUCLIDEAN_DISTANCE,1,2,20.0
3,Street,street.graphml,EUCLIDEAN_DISTANCE,1,3,120.0
4,Street,street.graphml,EUCLIDEAN_DISTANCE,1,4,196.5685424949238
5,Street,street.graphml,EUCLIDEAN_DISTANCE,1,5,176.5685424949238
6,Street,street.graphml,EUCLIDEAN_DISTANCE,1,6,88.2842712474619
7,Street,street.graphml,EUCLIDEAN_DISTANCE,1,7,40.0
8,Street,street.graphml,EUCLIDEAN_DISTANCE,1,8,100.0
9,Street,street.graphml,EUCLIDEAN_DISTANCE,1,9,108.2842712474619
10,Street,street.graphml,EUCLIDEAN_DISTANCE,1,10,156.5685424949238
11,Street,street.graphml,EUCLIDEAN_DISTANCE,1,11,68.2842712474619
12,Street,street.graphml,EUCLIDEAN_DISTANCE,1,12,60.0
13,Street,street.graphml,EUCLIDEAN_DISTANCE,1,13,80.0
14,Street,street.graphml,EUCLIDEAN_DISTANCE,1,14,128.2842712474619
15,Street,street.graphml,EUCLIDEAN_DISTANCE,1,15,136.5685424949238
16,Street,street.graphml,EUCLIDEAN_DISTANCE,1,16,317.8584445398434
17,Street,street.graphml,EUCLIDEAN_DISTANCE,1,17,277.8584445398434
18,Street,street.graphml,EUCLIDEAN_DISTANCE,1,18,181.2899020449196
19,Street,street.graphml,EUCLIDEAN_DISTANCE,1,19,201.2899020449196
20,Street,street.graphml,EUCLIDEAN_DISTANCE,1,20,221.2899020449196
21,Street,street.graphml,EUCLIDEAN_DISTANCE,1,21,297.8584445398434
22,Street,street.graphml,EUCLIDEAN_DISTANCE,1,22,249.5741732923815
23,Street,street.graphml,EUCLIDEAN_DISTANCE,1,23,229.5741732923815
24,Street,street.graphml,EUCLIDEAN_DISTANCE,1,24,261.2899020449196
25,Street,street.graphml,EUCLIDEAN_DISTANCE,1,25,241.2899020449196
26,Street,street.graphml,EUCLIDEAN_DISTANCE,2,1,88.2842712474619
27,Street,street.graphml,EUCLIDEAN_DISTANCE,2,2,0.0
28,Street,street.graphml,EUCLIDEAN_DISTANCE,2,3,100.0
29,Street,street.graphml,EUCLIDEAN_DISTANCE,2,4,176.5685424949238
30,Street,street.graphml,EUCLIDEAN_DISTANCE,2,5,156.5685424949238
31,Street,street.graphml,EUCLIDEAN_DISTANCE,2,6,68.2842712474619
32,Street,street.graphml,EUCLIDEAN_DISTANCE,2,7,20.0
33,Street,street.graphml,EUCLIDEAN_DISTANCE,2,8,80.0
34,Street,street.graphml,EUCLIDEAN_DISTANCE,2,9,88.2842712474619
35,Street,street.graphml,EUCLIDEAN_DISTANCE,2,10,136.5685424949238
36,Street,street.graphml,EUCLIDEAN_DISTANCE,2,11,48.2842712474619
37,Street,street.graphml,EUCLIDEAN_DISTANCE,2,12,40.0
38,Street,street.graphml,EUCLIDEAN_DISTANCE,2,13,60.0
